Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
85784,11/2/26 19:40:05,0.000,OXY_CH6 (PSt7-10),10/2/26 18:06:53,BECORAL,175.633,μmol/L,23.467,°C,1011.000,hPa,Humid,0,1,,0,26.098,119094,310867.73,63.74,2500.00,#N/A
85791,11/2/26 19:40:07,0.033,OXY_CH6 (PSt7-10),10/2/26 18:06:53,BECORAL,175.601,μmol/L,23.449,°C,1011.000,hPa,Humid,0,1,,0,26.106,119064,310832.26,63.74,2500.00,#N/A
85799,11/2/26 19:40:09,0.067,OXY_CH6 (PSt7-10),10/2/26 18:06:53,BECORAL,175.570,μmol/L,23.449,°C,1011.000,hPa,Humid,0,1,,0,26.108,119055,310810.30,63.74,2500.00,#N/A
85809,11/2/26 19:40:11,0.100,OXY_CH6 (PSt7-10),10/2/26 18:06:53,BECORAL,175.480,μmol/L,23.455,°C,1011.000,hPa,Humid,0,1,,0,26.112,119047,310796.62,63.74,2500.00,#N/A
85815,11/2/26 19:40:13,0.133,OXY_CH6 (PSt7-10),10/2/26 18:06:53,BECORAL,175.449,μmol/L,23.449,°C,1011.000,hPa,Humid,0,1,,0,26.116,119049,310809.94,63.74,2500.00,#N/A
85823,11/2/26 19:40:15,0.167,OXY_CH6 (PSt7-10),10/2/26 18:06:53,BECORAL,175.419,μmol/L,23.449,°C,1011.000,hPa,Humid,0,1,,0,26.118,119052,310796.49,63.74,2500.00,#N/A
85831,11/2/26 19:40:17,0.200,OXY_CH6 (PSt7-10),10/2/26 18:06:53,BECORAL,175.313,μmol/L,23.449,°C,1011.000,hPa,Humid,0,1,,0,26.125,119057,310797.77,63.74,2500.00,#N/A
85839,11/2/26 19:40:19,0.233,OXY_CH6 (PSt7-10),10/2/26 18:06:53,BECORAL,175.268,μmol/L,23.455,°C,1011.000,hPa,Humid,0,1,,0,26.126,119094,310786.22,63.74,2500.00,#N/A
85847,11/2/26 19:40:21,0.266,OXY_CH6 (PSt7-10),10/2/26 18:06:53,BECORAL,175.267,μmol/L,23.443,°C,1011.000,hPa,Humid,0,1,,0,26.130,119101,310782.49,63.74,2500.00,#N/A
85855,11/2/26 19:40:23,0.300,OXY_CH6 (PSt7-10),10/2/26 18:06:53,BECORAL,175.283,μmol/L,23.449,°C,1011.000,hPa,Humid,0,1,,0,26.127,119107,310792.29,63.74,2500.00,#N/A
