Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
85783,11/2/26 19:40:05,0.000,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.925,μmol/L,23.231,°C,1012.000,hPa,Humid,0,0,,0,25.964,126147,311225.62,36.00,2500.00,#N/A
85794,11/2/26 19:40:07,0.033,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.848,μmol/L,23.231,°C,1012.000,hPa,Humid,0,0,,0,25.969,126165,311197.94,36.00,2500.00,#N/A
85802,11/2/26 19:40:09,0.067,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.886,μmol/L,23.213,°C,1012.000,hPa,Humid,0,0,,0,25.973,126168,311210.69,36.00,2500.00,#N/A
85806,11/2/26 19:40:11,0.099,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.848,μmol/L,23.231,°C,1012.000,hPa,Humid,0,0,,0,25.969,126155,311206.31,36.00,2500.00,#N/A
85818,11/2/26 19:40:13,0.133,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.884,μmol/L,23.219,°C,1012.000,hPa,Humid,0,0,,0,25.971,126169,311188.67,36.00,2500.00,#N/A
85826,11/2/26 19:40:15,0.167,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.886,μmol/L,23.213,°C,1012.000,hPa,Humid,0,0,,0,25.973,126177,311209.63,36.00,2500.00,#N/A
85834,11/2/26 19:40:17,0.200,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.793,μmol/L,23.213,°C,1012.000,hPa,Humid,0,0,,0,25.979,126191,311188.64,36.00,2500.00,#N/A
85842,11/2/26 19:40:19,0.233,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.878,μmol/L,23.195,°C,1012.000,hPa,Humid,0,0,,0,25.980,126214,311203.40,36.00,2500.00,#N/A
85850,11/2/26 19:40:21,0.267,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.634,μmol/L,23.225,°C,1012.000,hPa,Humid,0,0,,0,25.985,126224,311219.47,36.00,2500.00,#N/A
85858,11/2/26 19:40:23,0.300,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.586,μmol/L,23.231,°C,1012.000,hPa,Humid,0,0,,0,25.986,126239,311195.10,36.00,2500.00,#N/A
85866,11/2/26 19:40:25,0.333,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.621,μmol/L,23.219,°C,1012.000,hPa,Humid,0,0,,0,25.988,126257,311190.86,36.00,2500.00,#N/A
85874,11/2/26 19:40:27,0.366,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.624,μmol/L,23.213,°C,1012.000,hPa,Humid,0,0,,0,25.990,126279,311192.84,36.00,2500.00,#N/A
85882,11/2/26 19:40:29,0.400,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.529,μmol/L,23.219,°C,1012.000,hPa,Humid,0,0,,0,25.994,126293,311214.65,36.00,2500.00,#N/A
85890,11/2/26 19:40:31,0.433,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.498,μmol/L,23.219,°C,1012.000,hPa,Humid,0,0,,0,25.996,126303,311196.54,36.00,2500.00,#N/A
85898,11/2/26 19:40:33,0.466,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.616,μmol/L,23.195,°C,1012.000,hPa,Humid,0,0,,0,25.997,126327,311202.01,36.00,2500.00,#N/A
85906,11/2/26 19:40:35,0.500,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.467,μmol/L,23.219,°C,1012.000,hPa,Humid,0,0,,0,25.998,126330,311210.00,36.00,2500.00,#N/A
85914,11/2/26 19:40:37,0.533,Sensors!A3:F3,'Oxygen Calibrations'!A3:T3,BECORAL,176.469,μmol/L,23.213,°C,1012.000,hPa,Humid,0,0,,0,26.000,126347,311219.58,36.00,2500.00,#N/A
