Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
85786,11/2/26 19:40:05,0.000,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.566,μmol/L,23.440,°C,1012.000,hPa,Humid,0,1,,0,25.610,113719,308373.53,60.72,2500.00,#N/A
85796,11/2/26 19:40:07,0.033,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.536,μmol/L,23.440,°C,1012.000,hPa,Humid,0,1,,0,25.612,113702,308332.19,60.72,2500.00,#N/A
85804,11/2/26 19:40:09,0.067,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.601,μmol/L,23.422,°C,1012.000,hPa,Humid,0,1,,0,25.614,113710,308334.52,60.72,2500.00,#N/A
85810,11/2/26 19:40:11,0.099,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.494,μmol/L,23.428,°C,1012.000,hPa,Humid,0,1,,0,25.619,113715,308348.60,60.72,2500.00,#N/A
85820,11/2/26 19:40:13,0.133,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.490,μmol/L,23.440,°C,1012.000,hPa,Humid,0,1,,0,25.615,113718,308345.14,60.72,2500.00,#N/A
85828,11/2/26 19:40:15,0.167,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.447,μmol/L,23.434,°C,1012.000,hPa,Humid,0,1,,0,25.620,113728,308356.10,60.72,2500.00,#N/A
85836,11/2/26 19:40:17,0.200,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.371,μmol/L,23.434,°C,1012.000,hPa,Humid,0,1,,0,25.625,113733,308356.19,60.72,2500.00,#N/A
85844,11/2/26 19:40:19,0.233,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.356,μmol/L,23.434,°C,1012.000,hPa,Humid,0,1,,0,25.626,113750,308373.97,60.72,2500.00,#N/A
85852,11/2/26 19:40:21,0.267,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.279,μmol/L,23.440,°C,1012.000,hPa,Humid,0,1,,0,25.629,113752,308367.91,60.72,2500.00,#N/A
85860,11/2/26 19:40:23,0.300,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.421,μmol/L,23.416,°C,1012.000,hPa,Humid,0,1,,0,25.628,113765,308358.94,60.72,2500.00,#N/A
85868,11/2/26 19:40:25,0.333,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.264,μmol/L,23.440,°C,1012.000,hPa,Humid,0,1,,0,25.630,113776,308361.76,60.72,2500.00,#N/A
85876,11/2/26 19:40:27,0.366,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.141,μmol/L,23.447,°C,1012.000,hPa,Humid,0,1,,0,25.636,113783,308360.51,60.72,2500.00,#N/A
85884,11/2/26 19:40:29,0.400,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.235,μmol/L,23.434,°C,1012.000,hPa,Humid,0,1,,0,25.634,113791,308377.65,60.72,2500.00,#N/A
85892,11/2/26 19:40:31,0.433,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.205,μmol/L,23.434,°C,1012.000,hPa,Humid,0,1,,0,25.636,113795,308369.65,60.72,2500.00,#N/A
85900,11/2/26 19:40:33,0.466,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.158,μmol/L,23.440,°C,1012.000,hPa,Humid,0,1,,0,25.637,113807,308367.54,60.72,2500.00,#N/A
85908,11/2/26 19:40:35,0.500,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.163,μmol/L,23.422,°C,1012.000,hPa,Humid,0,1,,0,25.643,113817,308376.97,60.72,2500.00,#N/A
85916,11/2/26 19:40:37,0.533,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.146,μmol/L,23.428,°C,1012.000,hPa,Humid,0,1,,0,25.642,113828,308379.24,60.72,2500.00,#N/A
85924,11/2/26 19:40:39,0.567,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.990,μmol/L,23.447,°C,1012.000,hPa,Humid,0,1,,0,25.646,113830,308390.71,60.72,2500.00,#N/A
85932,11/2/26 19:40:41,0.599,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.069,μmol/L,23.434,°C,1012.000,hPa,Humid,0,1,,0,25.645,113845,308388.03,60.72,2500.00,#N/A
85940,11/2/26 19:40:43,0.633,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.116,μmol/L,23.428,°C,1012.000,hPa,Humid,0,1,,0,25.644,113862,308391.94,60.72,2500.00,#N/A
85948,11/2/26 19:40:45,0.666,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.009,μmol/L,23.434,°C,1012.000,hPa,Humid,0,1,,0,25.649,113879,308409.69,60.72,2500.00,#N/A
85956,11/2/26 19:40:47,0.700,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.945,μmol/L,23.447,°C,1012.000,hPa,Humid,0,1,,0,25.649,113892,308415.06,60.72,2500.00,#N/A
85964,11/2/26 19:40:49,0.733,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.947,μmol/L,23.440,°C,1012.000,hPa,Humid,0,1,,0,25.651,113901,308406.91,60.72,2500.00,#N/A
85972,11/2/26 19:40:51,0.766,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,184.057,μmol/L,23.422,°C,1012.000,hPa,Humid,0,1,,0,25.650,113902,308409.11,60.72,2500.00,#N/A
85980,11/2/26 19:40:53,0.800,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.806,μmol/L,23.459,°C,1012.000,hPa,Humid,0,1,,0,25.654,113899,308403.13,60.72,2500.00,#N/A
85988,11/2/26 19:40:55,0.833,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.840,μmol/L,23.447,°C,1012.000,hPa,Humid,0,1,,0,25.656,113918,308415.31,60.72,2500.00,#N/A
85996,11/2/26 19:40:57,0.867,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.935,μmol/L,23.428,°C,1012.000,hPa,Humid,0,1,,0,25.656,113926,308412.79,60.72,2500.00,#N/A
86004,11/2/26 19:40:59,0.899,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.858,μmol/L,23.434,°C,1012.000,hPa,Humid,0,1,,0,25.659,113933,308410.48,60.72,2500.00,#N/A
86012,11/2/26 19:41:01,0.933,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.952,μmol/L,23.422,°C,1012.000,hPa,Humid,0,1,,0,25.657,113929,308420.18,60.72,2500.00,#N/A
86020,11/2/26 19:41:03,0.967,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.829,μmol/L,23.428,°C,1012.000,hPa,Humid,0,1,,0,25.663,113950,308427.40,60.72,2500.00,#N/A
86028,11/2/26 19:41:05,1.000,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.809,μmol/L,23.447,°C,1012.000,hPa,Humid,0,1,,0,25.658,113963,308441.26,60.72,2500.00,#N/A
86036,11/2/26 19:41:07,1.033,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.828,μmol/L,23.434,°C,1012.000,hPa,Humid,0,1,,0,25.661,113969,308448.20,60.72,2500.00,#N/A
86044,11/2/26 19:41:09,1.066,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.908,μmol/L,23.416,°C,1012.000,hPa,Humid,0,1,,0,25.662,113972,308431.93,60.72,2500.00,#N/A
86052,11/2/26 19:41:11,1.100,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.734,μmol/L,23.447,°C,1012.000,hPa,Humid,0,1,,0,25.663,113986,308453.30,60.72,2500.00,#N/A
86060,11/2/26 19:41:13,1.133,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.801,μmol/L,23.422,°C,1012.000,hPa,Humid,0,1,,0,25.667,113988,308440.79,60.72,2500.00,#N/A
86068,11/2/26 19:41:15,1.166,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.687,μmol/L,23.453,°C,1012.000,hPa,Humid,0,1,,0,25.664,113994,308440.59,60.72,2500.00,#N/A
86076,11/2/26 19:41:17,1.200,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.721,μmol/L,23.440,°C,1012.000,hPa,Humid,0,1,,0,25.666,114005,308444.99,60.72,2500.00,#N/A
86084,11/2/26 19:41:19,1.233,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.627,μmol/L,23.453,°C,1012.000,hPa,Humid,0,1,,0,25.668,113996,308444.30,60.72,2500.00,#N/A
86092,11/2/26 19:41:21,1.267,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.754,μmol/L,23.428,°C,1012.000,hPa,Humid,0,1,,0,25.668,114016,308442.90,60.72,2500.00,#N/A
86100,11/2/26 19:41:23,1.299,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.771,μmol/L,23.422,°C,1012.000,hPa,Humid,0,1,,0,25.669,114023,308449.69,60.72,2500.00,#N/A
86108,11/2/26 19:41:25,1.333,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.567,μmol/L,23.453,°C,1012.000,hPa,Humid,0,1,,0,25.672,114033,308441.39,60.72,2500.00,#N/A
86113,11/2/26 19:41:27,1.366,Sensors!A6:F6,'Oxygen Calibrations'!A6:T6,BECORAL,183.584,μmol/L,23.447,°C,1012.000,hPa,Humid,0,1,,0,25.673,114041,308455.88,60.72,2500.00,#N/A
