#--- Experiment --------------------------------------------------------------------------
#TPC-30-Porites
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#CSMS-150369
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2_A [A] FSO2-C4 SN:22160074 UiD:24EB9B03596FD621 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.4] - Oxygen Sensor - XA6-531-208 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	10% (A)	5M (200x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	33.000000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	10/02/2026	10/02/2026	22.616	52.917	0.804000	0.096000	4000	-0.082000	0.969000	0.900000	0.000000	-0.000006	0.000000	0.000000	fixed f	1010.337	24.685	44.843	27.005	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.4 Main]	Time [A Ch.4 Main]	 dt (s) [A Ch.4 Main]	Oxygen (µmol/L) [A Ch.4 Main]	dphi (°) [A Ch.4 Main]	Signal Intensity (mV) [A Ch.4 Main]	Ambient Light (mV) [A Ch.4 Main]	Status [A Ch.4 Main]	Date [A Ch.4 CompT]	Time [A Ch.4 CompT]	 dt (s) [A Ch.4 CompT]	Sample Temp. (°C) [A Ch.4 CompT]	Status [A Ch.4 CompT]	Date [A Ch.4 CompP]	Time [A Ch.4 CompP]	 dt (s) [A Ch.4 CompP]	Pressure (mbar) [A Ch.4 CompP]	Status [A Ch.4 CompP]
12-02-2026	15:41:29.352	-0.040	144.205	25.668	208	-1	OK	12-02-2026	15:41:29.352	-0.040	30.481	OK	12-02-2026	15:41:29.352	-0.040	1008	OK
12-02-2026	15:41:30.353	0.961	144.103	25.677	208	0	OK	12-02-2026	15:41:30.353	0.961	30.478	OK	12-02-2026	15:41:30.353	0.961	1008	OK
12-02-2026	15:41:31.365	1.973	144.195	25.671	208	0	OK	12-02-2026	15:41:31.365	1.973	30.473	OK	12-02-2026	15:41:31.365	1.973	1008	OK
12-02-2026	15:41:32.353	2.961	144.059	25.683	208	0	OK	12-02-2026	15:41:32.353	2.961	30.469	OK	12-02-2026	15:41:32.353	2.961	1008	OK
12-02-2026	15:41:33.354	3.961	144.229	25.671	208	0	OK	12-02-2026	15:41:33.354	3.961	30.463	OK	12-02-2026	15:41:33.354	3.961	1008	OK
12-02-2026	15:41:34.355	4.963	144.250	25.671	208	0	OK	12-02-2026	15:41:34.355	4.963	30.457	OK	12-02-2026	15:41:34.355	4.963	1008	OK
12-02-2026	15:41:35.354	5.962	144.217	25.675	208	0	OK	12-02-2026	15:41:35.354	5.962	30.452	OK	12-02-2026	15:41:35.354	5.962	1008	OK
12-02-2026	15:41:36.355	6.963	144.305	25.669	208	0	OK	12-02-2026	15:41:36.355	6.963	30.448	OK	12-02-2026	15:41:36.355	6.963	1008	OK
12-02-2026	15:41:37.355	7.963	144.328	25.668	208	0	OK	12-02-2026	15:41:37.355	7.963	30.445	OK	12-02-2026	15:41:37.355	7.963	1008	OK
12-02-2026	15:41:38.357	8.964	144.179	25.681	208	0	OK	12-02-2026	15:41:38.357	8.964	30.441	OK	12-02-2026	15:41:38.357	8.964	1008	OK
12-02-2026	15:41:39.357	9.965	144.156	25.684	208	0	OK	12-02-2026	15:41:39.357	9.965	30.437	OK	12-02-2026	15:41:39.357	9.965	1008	OK
12-02-2026	15:41:40.356	10.964	144.244	25.678	208	0	OK	12-02-2026	15:41:40.356	10.964	30.433	OK	12-02-2026	15:41:40.356	10.964	1008	OK
12-02-2026	15:41:41.359	11.967	144.117	25.689	208	0	OK	12-02-2026	15:41:41.359	11.967	30.430	OK	12-02-2026	15:41:41.359	11.967	1008	OK
12-02-2026	15:41:42.359	12.967	144.293	25.676	208	0	OK	12-02-2026	15:41:42.359	12.967	30.426	OK	12-02-2026	15:41:42.359	12.967	1008	OK
12-02-2026	15:41:43.359	13.967	144.236	25.682	208	0	OK	12-02-2026	15:41:43.359	13.967	30.421	OK	12-02-2026	15:41:43.359	13.967	1008	OK
12-02-2026	15:41:44.360	14.968	144.344	25.675	208	0	OK	12-02-2026	15:41:44.360	14.968	30.415	OK	12-02-2026	15:41:44.360	14.968	1008	OK
12-02-2026	15:41:45.362	15.970	144.329	25.677	208	-1	OK	12-02-2026	15:41:45.362	15.970	30.412	OK	12-02-2026	15:41:45.362	15.970	1008	OK
12-02-2026	15:41:46.362	16.970	144.342	25.677	208	-1	OK	12-02-2026	15:41:46.362	16.970	30.408	OK	12-02-2026	15:41:46.362	16.970	1008	OK
12-02-2026	15:41:47.363	17.970	144.397	25.674	208	0	OK	12-02-2026	15:41:47.363	17.970	30.403	OK	12-02-2026	15:41:47.363	17.970	1008	OK
12-02-2026	15:41:48.362	18.970	144.407	25.674	208	0	OK	12-02-2026	15:41:48.362	18.970	30.400	OK	12-02-2026	15:41:48.362	18.970	1008	OK
12-02-2026	15:41:49.363	19.971	144.255	25.687	208	0	OK	12-02-2026	15:41:49.363	19.971	30.397	OK	12-02-2026	15:41:49.363	19.971	1008	OK
12-02-2026	15:41:50.364	20.972	144.416	25.675	208	0	OK	12-02-2026	15:41:50.364	20.972	30.394	OK	12-02-2026	15:41:50.364	20.972	1008	OK
12-02-2026	15:41:51.363	21.971	144.326	25.683	208	-1	OK	12-02-2026	15:41:51.363	21.971	30.391	OK	12-02-2026	15:41:51.363	21.971	1008	OK
12-02-2026	15:41:52.364	22.972	144.392	25.678	208	0	OK	12-02-2026	15:41:52.364	22.972	30.390	OK	12-02-2026	15:41:52.364	22.972	1008	OK
12-02-2026	15:41:53.364	23.972	144.399	25.678	208	-1	OK	12-02-2026	15:41:53.364	23.972	30.388	OK	12-02-2026	15:41:53.364	23.972	1008	OK
12-02-2026	15:41:54.364	24.972	144.484	25.672	208	0	OK	12-02-2026	15:41:54.364	24.972	30.385	OK	12-02-2026	15:41:54.364	24.972	1008	OK
12-02-2026	15:41:55.364	25.972	144.425	25.677	208	0	OK	12-02-2026	15:41:55.364	25.972	30.384	OK	12-02-2026	15:41:55.364	25.972	1008	OK
