#--- Experiment --------------------------------------------------------------------------
#TPC-30-Porites
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#CSMS-150369
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2_B [B] FSO2-C4 SN:22160068 UiD:2411E508596FD584 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B Ch.4] - Oxygen Sensor - XA7-533-211 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	10% (A)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	33.000000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	10/02/2026	10/02/2026	22.615	53.122	0.804000	0.096000	4000	-0.082000	0.969000	0.900000	0.000000	-0.000006	0.000000	0.000000	fixed f	1011.256	25.228	47.503	26.857	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [B P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [B Ch.4 Main]	Time [B Ch.4 Main]	 dt (s) [B Ch.4 Main]	Oxygen (µmol/L) [B Ch.4 Main]	dphi (°) [B Ch.4 Main]	Signal Intensity (mV) [B Ch.4 Main]	Ambient Light (mV) [B Ch.4 Main]	Status [B Ch.4 Main]	Date [B Ch.4 CompT]	Time [B Ch.4 CompT]	 dt (s) [B Ch.4 CompT]	Sample Temp. (°C) [B Ch.4 CompT]	Status [B Ch.4 CompT]	Date [B Ch.4 CompP]	Time [B Ch.4 CompP]	 dt (s) [B Ch.4 CompP]	Pressure (mbar) [B Ch.4 CompP]	Status [B Ch.4 CompP]
12-02-2026	15:41:29.865	0.473	138.430	26.160	331	0	OK	12-02-2026	15:41:29.865	0.473	30.677	OK	12-02-2026	15:41:29.865	0.473	1009	OK
12-02-2026	15:41:30.866	1.474	138.319	26.169	331	0	OK	12-02-2026	15:41:30.866	1.474	30.678	OK	12-02-2026	15:41:30.866	1.474	1009	OK
12-02-2026	15:41:31.867	2.475	138.447	26.158	331	1	OK	12-02-2026	15:41:31.867	2.475	30.679	OK	12-02-2026	15:41:31.867	2.475	1009	OK
12-02-2026	15:41:32.867	3.475	138.542	26.150	330	1	OK	12-02-2026	15:41:32.867	3.475	30.679	OK	12-02-2026	15:41:32.867	3.475	1009	OK
12-02-2026	15:41:33.867	4.475	138.576	26.148	331	1	OK	12-02-2026	15:41:33.867	4.475	30.676	OK	12-02-2026	15:41:33.867	4.475	1009	OK
12-02-2026	15:41:34.867	5.475	138.504	26.154	331	0	OK	12-02-2026	15:41:34.867	5.475	30.676	OK	12-02-2026	15:41:34.867	5.475	1009	OK
12-02-2026	15:41:35.867	6.475	138.371	26.166	331	0	OK	12-02-2026	15:41:35.867	6.475	30.673	OK	12-02-2026	15:41:35.867	6.475	1009	OK
12-02-2026	15:41:36.867	7.475	138.485	26.157	331	0	OK	12-02-2026	15:41:36.867	7.475	30.671	OK	12-02-2026	15:41:36.867	7.475	1009	OK
12-02-2026	15:41:37.868	8.476	138.620	26.147	331	0	OK	12-02-2026	15:41:37.868	8.476	30.666	OK	12-02-2026	15:41:37.868	8.476	1009	OK
12-02-2026	15:41:38.869	9.477	138.457	26.161	331	1	OK	12-02-2026	15:41:38.869	9.477	30.665	OK	12-02-2026	15:41:38.869	9.477	1009	OK
12-02-2026	15:41:39.868	10.476	138.530	26.156	331	1	OK	12-02-2026	15:41:39.868	10.476	30.661	OK	12-02-2026	15:41:39.868	10.476	1009	OK
12-02-2026	15:41:40.868	11.476	138.625	26.148	331	1	OK	12-02-2026	15:41:40.868	11.476	30.661	OK	12-02-2026	15:41:40.868	11.476	1009	OK
12-02-2026	15:41:41.869	12.477	138.703	26.142	331	1	OK	12-02-2026	15:41:41.869	12.477	30.659	OK	12-02-2026	15:41:41.869	12.477	1009	OK
12-02-2026	15:41:42.872	13.479	138.575	26.153	331	1	OK	12-02-2026	15:41:42.872	13.479	30.658	OK	12-02-2026	15:41:42.872	13.479	1009	OK
12-02-2026	15:41:43.871	14.478	138.555	26.155	331	0	OK	12-02-2026	15:41:43.871	14.478	30.657	OK	12-02-2026	15:41:43.871	14.478	1009	OK
