#--- Experiment --------------------------------------------------------------------------
#TPC(2)-32-Porites
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#CSMS-150369
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2_A [A] FSO2-C4 SN:22160074 UiD:24EB9B03596FD621 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.3] - Oxygen Sensor - XA6-533-210 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	10% (A)	5M (200x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	33.000000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	15/02/2026	15/02/2026	22.408	52.749	0.804000	0.096000	4000	-0.082000	0.969000	0.900000	0.000000	-0.000006	0.000000	0.000000	fixed f	1011.019	24.144	49.760	24.352	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.3 Main]	Time [A Ch.3 Main]	 dt (s) [A Ch.3 Main]	Oxygen (µmol/L) [A Ch.3 Main]	dphi (°) [A Ch.3 Main]	Signal Intensity (mV) [A Ch.3 Main]	Ambient Light (mV) [A Ch.3 Main]	Status [A Ch.3 Main]	Date [A Ch.3 CompT]	Time [A Ch.3 CompT]	 dt (s) [A Ch.3 CompT]	Sample Temp. (°C) [A Ch.3 CompT]	Status [A Ch.3 CompT]	Date [A Ch.3 CompP]	Time [A Ch.3 CompP]	 dt (s) [A Ch.3 CompP]	Pressure (mbar) [A Ch.3 CompP]	Status [A Ch.3 CompP]
16-02-2026	12:42:45.949	0.861	129.634	26.072	199	0	OK	16-02-2026	12:42:45.949	0.861	32.434	OK	16-02-2026	12:42:45.949	0.861	1009	OK
16-02-2026	12:42:46.950	1.861	129.589	26.076	199	0	OK	16-02-2026	12:42:46.950	1.861	32.434	OK	16-02-2026	12:42:46.950	1.861	1009	OK
16-02-2026	12:42:47.951	2.862	129.583	26.076	199	0	OK	16-02-2026	12:42:47.951	2.862	32.436	OK	16-02-2026	12:42:47.951	2.862	1009	OK
16-02-2026	12:42:48.952	3.863	129.515	26.081	199	0	OK	16-02-2026	12:42:48.952	3.863	32.440	OK	16-02-2026	12:42:48.952	3.863	1009	OK
16-02-2026	12:42:49.951	4.863	129.469	26.084	199	0	OK	16-02-2026	12:42:49.951	4.863	32.444	OK	16-02-2026	12:42:49.951	4.863	1009	OK
16-02-2026	12:42:50.953	5.864	129.460	26.084	199	0	OK	16-02-2026	12:42:50.953	5.864	32.447	OK	16-02-2026	12:42:50.953	5.864	1009	OK
16-02-2026	12:42:51.953	6.864	129.398	26.088	199	0	OK	16-02-2026	12:42:51.953	6.864	32.453	OK	16-02-2026	12:42:51.953	6.864	1009	OK
16-02-2026	12:42:52.952	7.863	129.408	26.086	200	0	OK	16-02-2026	12:42:52.952	7.863	32.457	OK	16-02-2026	12:42:52.952	7.863	1009	OK
16-02-2026	12:42:53.953	8.864	129.340	26.091	200	0	OK	16-02-2026	12:42:53.953	8.864	32.461	OK	16-02-2026	12:42:53.953	8.864	1009	OK
16-02-2026	12:42:54.952	9.864	129.332	26.092	200	0	OK	16-02-2026	12:42:54.952	9.864	32.460	OK	16-02-2026	12:42:54.952	9.864	1009	OK
16-02-2026	12:42:55.953	10.864	129.377	26.088	200	0	OK	16-02-2026	12:42:55.953	10.864	32.460	OK	16-02-2026	12:42:55.953	10.864	1009	OK
16-02-2026	12:42:56.954	11.865	129.366	26.089	200	0	OK	16-02-2026	12:42:56.954	11.865	32.460	OK	16-02-2026	12:42:56.954	11.865	1009	OK
16-02-2026	12:42:57.955	12.866	129.270	26.097	200	0	OK	16-02-2026	12:42:57.955	12.866	32.462	OK	16-02-2026	12:42:57.955	12.866	1009	OK
16-02-2026	12:42:58.956	13.868	129.295	26.095	200	0	OK	16-02-2026	12:42:58.956	13.868	32.461	OK	16-02-2026	12:42:58.956	13.868	1009	OK
16-02-2026	12:42:59.955	14.867	129.262	26.098	200	0	OK	16-02-2026	12:42:59.955	14.867	32.461	OK	16-02-2026	12:42:59.955	14.867	1009	OK
