#--- Experiment --------------------------------------------------------------------------
#TPC(2)-30-Porites
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#CSMS-150369
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2_B [B] FSO2-C4 SN:22160068 UiD:2411E508596FD584 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B Ch.2] - Oxygen Sensor - XA7-532-209 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	10% (A)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	33.000000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	15/02/2026	15/02/2026	21.985	53.079	0.804000	0.096000	4000	-0.082000	0.969000	0.900000	0.000000	-0.000006	0.000000	0.000000	fixed f	1012.073	24.096	50.329	24.265	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [B P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [B Ch.2 Main]	Time [B Ch.2 Main]	 dt (s) [B Ch.2 Main]	Oxygen (µmol/L) [B Ch.2 Main]	dphi (°) [B Ch.2 Main]	Signal Intensity (mV) [B Ch.2 Main]	Ambient Light (mV) [B Ch.2 Main]	Status [B Ch.2 Main]	Date [B Ch.2 CompT]	Time [B Ch.2 CompT]	 dt (s) [B Ch.2 CompT]	Sample Temp. (°C) [B Ch.2 CompT]	Status [B Ch.2 CompT]	Date [B Ch.2 CompP]	Time [B Ch.2 CompP]	 dt (s) [B Ch.2 CompP]	Pressure (mbar) [B Ch.2 CompP]	Status [B Ch.2 CompP]
16-02-2026	11:42:38.820	0.257	135.079	25.834	501	0	OK	16-02-2026	11:42:38.820	0.257	30.010	OK	16-02-2026	11:42:38.820	0.257	1011	OK
16-02-2026	11:42:39.821	1.259	135.094	25.833	501	0	OK	16-02-2026	11:42:39.821	1.259	30.009	OK	16-02-2026	11:42:39.821	1.259	1011	OK
16-02-2026	11:42:40.822	2.259	135.069	25.836	501	0	OK	16-02-2026	11:42:40.822	2.259	30.006	OK	16-02-2026	11:42:40.822	2.259	1011	OK
16-02-2026	11:42:41.823	3.260	135.107	25.833	501	0	OK	16-02-2026	11:42:41.823	3.260	30.005	OK	16-02-2026	11:42:41.823	3.260	1011	OK
16-02-2026	11:42:42.824	4.261	135.037	25.839	501	0	OK	16-02-2026	11:42:42.824	4.261	30.005	OK	16-02-2026	11:42:42.824	4.261	1011	OK
16-02-2026	11:42:43.823	5.260	135.060	25.837	501	0	OK	16-02-2026	11:42:43.823	5.260	30.005	OK	16-02-2026	11:42:43.823	5.260	1011	OK
16-02-2026	11:42:44.823	6.260	135.125	25.832	501	0	OK	16-02-2026	11:42:44.823	6.260	30.003	OK	16-02-2026	11:42:44.823	6.260	1011	OK
16-02-2026	11:42:45.823	7.261	135.090	25.835	501	0	OK	16-02-2026	11:42:45.823	7.261	30.003	OK	16-02-2026	11:42:45.823	7.261	1011	OK
16-02-2026	11:42:46.823	8.260	134.995	25.844	501	0	OK	16-02-2026	11:42:46.823	8.260	30.000	OK	16-02-2026	11:42:46.823	8.260	1011	OK
16-02-2026	11:42:47.823	9.260	135.100	25.835	501	0	OK	16-02-2026	11:42:47.823	9.260	30.000	OK	16-02-2026	11:42:47.823	9.260	1011	OK
16-02-2026	11:42:48.823	10.260	135.021	25.842	501	0	OK	16-02-2026	11:42:48.823	10.260	29.999	OK	16-02-2026	11:42:48.823	10.260	1011	OK
16-02-2026	11:42:49.824	11.261	135.139	25.833	501	0	OK	16-02-2026	11:42:49.824	11.261	29.995	OK	16-02-2026	11:42:49.824	11.261	1011	OK
16-02-2026	11:42:50.825	12.263	135.034	25.842	501	0	OK	16-02-2026	11:42:50.825	12.263	29.995	OK	16-02-2026	11:42:50.825	12.263	1011	OK
16-02-2026	11:42:51.826	13.263	135.129	25.835	501	0	OK	16-02-2026	11:42:51.826	13.263	29.991	OK	16-02-2026	11:42:51.826	13.263	1011	OK
16-02-2026	11:42:52.826	14.263	135.094	25.838	501	0	OK	16-02-2026	11:42:52.826	14.263	29.991	OK	16-02-2026	11:42:52.826	14.263	1011	OK
