#--- Experiment --------------------------------------------------------------------------
#TPC(2)-34-Porites(2)
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#CSMS-150369
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2_B [B] FSO2-C4 SN:22160068 UiD:2411E508596FD584 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B Ch.3] - Oxygen Sensor - XA7-533-212 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	10% (A)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	33.000000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	15/02/2026	15/02/2026	22.422	53.148	0.804000	0.096000	4000	-0.082000	0.969000	0.900000	0.000000	-0.000006	0.000000	0.000000	fixed f	1012.056	24.063	49.404	24.219	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [B P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [B Ch.3 Main]	Time [B Ch.3 Main]	 dt (s) [B Ch.3 Main]	Oxygen (µmol/L) [B Ch.3 Main]	dphi (°) [B Ch.3 Main]	Signal Intensity (mV) [B Ch.3 Main]	Ambient Light (mV) [B Ch.3 Main]	Status [B Ch.3 Main]	Date [B Ch.3 CompT]	Time [B Ch.3 CompT]	 dt (s) [B Ch.3 CompT]	Sample Temp. (°C) [B Ch.3 CompT]	Status [B Ch.3 CompT]	Date [B Ch.3 CompP]	Time [B Ch.3 CompP]	 dt (s) [B Ch.3 CompP]	Pressure (mbar) [B Ch.3 CompP]	Status [B Ch.3 CompP]
17-02-2026	12:47:03.665	0.332	146.901	24.305	445	0	OK	17-02-2026	12:47:03.665	0.332	33.846	OK	17-02-2026	12:47:03.665	0.332	1010	OK
17-02-2026	12:47:04.680	1.347	146.901	24.305	445	0	OK	17-02-2026	12:47:04.680	1.347	33.846	OK	17-02-2026	12:47:04.680	1.347	1010	OK
17-02-2026	12:47:05.663	2.330	146.830	24.310	445	0	OK	17-02-2026	12:47:05.663	2.330	33.848	OK	17-02-2026	12:47:05.663	2.330	1010	OK
17-02-2026	12:47:06.663	3.330	146.866	24.307	445	0	OK	17-02-2026	12:47:06.663	3.330	33.849	OK	17-02-2026	12:47:06.663	3.330	1010	OK
17-02-2026	12:47:07.664	4.331	146.782	24.313	446	0	OK	17-02-2026	12:47:07.664	4.331	33.851	OK	17-02-2026	12:47:07.664	4.331	1010	OK
17-02-2026	12:47:08.663	5.331	146.837	24.309	446	0	OK	17-02-2026	12:47:08.663	5.331	33.850	OK	17-02-2026	12:47:08.663	5.331	1010	OK
17-02-2026	12:47:09.663	6.331	146.866	24.307	445	0	OK	17-02-2026	12:47:09.663	6.331	33.849	OK	17-02-2026	12:47:09.663	6.331	1010	OK
17-02-2026	12:47:10.664	7.331	146.904	24.304	446	0	OK	17-02-2026	12:47:10.664	7.331	33.849	OK	17-02-2026	12:47:10.664	7.331	1010	OK
17-02-2026	12:47:11.664	8.331	146.734	24.317	445	0	OK	17-02-2026	12:47:11.664	8.331	33.850	OK	17-02-2026	12:47:11.664	8.331	1010	OK
17-02-2026	12:47:12.664	9.331	146.891	24.305	445	0	OK	17-02-2026	12:47:12.664	9.331	33.849	OK	17-02-2026	12:47:12.664	9.331	1010	OK
17-02-2026	12:47:13.663	10.331	146.792	24.313	446	0	OK	17-02-2026	12:47:13.663	10.331	33.848	OK	17-02-2026	12:47:13.663	10.331	1010	OK
17-02-2026	12:47:14.664	11.331	146.763	24.316	446	0	OK	17-02-2026	12:47:14.664	11.331	33.845	OK	17-02-2026	12:47:14.664	11.331	1010	OK
17-02-2026	12:47:15.663	12.331	146.737	24.318	446	0	OK	17-02-2026	12:47:15.663	12.331	33.845	OK	17-02-2026	12:47:15.663	12.331	1010	OK
17-02-2026	12:47:16.664	13.331	146.827	24.311	446	0	OK	17-02-2026	12:47:16.664	13.331	33.845	OK	17-02-2026	12:47:16.664	13.331	1010	OK
17-02-2026	12:47:17.663	14.331	146.770	24.316	445	0	OK	17-02-2026	12:47:17.663	14.331	33.843	OK	17-02-2026	12:47:17.663	14.331	1010	OK
