#--- Experiment --------------------------------------------------------------------------
#TPC(2)-30-Porites(2)
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#CSMS-150369
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2_B [B] FSO2-C4 SN:22160068 UiD:2411E508596FD584 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B Ch.4] - Oxygen Sensor - XA7-533-211 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	10% (A)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	33.000000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	15/02/2026	15/02/2026	22.654	53.032	0.804000	0.096000	4000	-0.082000	0.969000	0.900000	0.000000	-0.000006	0.000000	0.000000	fixed f	1012.073	24.085	49.978	24.192	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [B P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [B Ch.4 Main]	Time [B Ch.4 Main]	 dt (s) [B Ch.4 Main]	Oxygen (µmol/L) [B Ch.4 Main]	dphi (°) [B Ch.4 Main]	Signal Intensity (mV) [B Ch.4 Main]	Ambient Light (mV) [B Ch.4 Main]	Status [B Ch.4 Main]	Date [B Ch.4 CompT]	Time [B Ch.4 CompT]	 dt (s) [B Ch.4 CompT]	Sample Temp. (°C) [B Ch.4 CompT]	Status [B Ch.4 CompT]	Date [B Ch.4 CompP]	Time [B Ch.4 CompP]	 dt (s) [B Ch.4 CompP]	Pressure (mbar) [B Ch.4 CompP]	Status [B Ch.4 CompP]
17-02-2026	11:05:19.026	0.464	151.904	25.094	310	0	OK	17-02-2026	11:05:19.026	0.464	30.296	OK	17-02-2026	11:05:19.026	0.464	1012	OK
17-02-2026	11:05:20.009	1.446	151.934	25.092	310	0	OK	17-02-2026	11:05:20.009	1.446	30.295	OK	17-02-2026	11:05:20.009	1.446	1012	OK
17-02-2026	11:05:21.009	2.446	151.868	25.097	310	0	OK	17-02-2026	11:05:21.009	2.446	30.295	OK	17-02-2026	11:05:21.009	2.446	1011	OK
17-02-2026	11:05:22.010	3.447	151.908	25.094	310	0	OK	17-02-2026	11:05:22.010	3.447	30.295	OK	17-02-2026	11:05:22.010	3.447	1012	OK
17-02-2026	11:05:23.009	4.447	151.806	25.102	310	0	OK	17-02-2026	11:05:23.009	4.447	30.294	OK	17-02-2026	11:05:23.009	4.447	1012	OK
17-02-2026	11:05:24.009	5.446	151.902	25.095	310	-1	OK	17-02-2026	11:05:24.009	5.446	30.293	OK	17-02-2026	11:05:24.009	5.446	1012	OK
17-02-2026	11:05:25.010	6.447	152.015	25.087	310	0	OK	17-02-2026	11:05:25.010	6.447	30.291	OK	17-02-2026	11:05:25.010	6.447	1011	OK
17-02-2026	11:05:26.021	7.458	151.998	25.088	310	0	OK	17-02-2026	11:05:26.021	7.458	30.292	OK	17-02-2026	11:05:26.021	7.458	1012	OK
17-02-2026	11:05:27.012	8.450	151.934	25.092	310	0	OK	17-02-2026	11:05:27.012	8.450	30.295	OK	17-02-2026	11:05:27.012	8.450	1012	OK
17-02-2026	11:05:28.012	9.450	151.931	25.092	310	0	OK	17-02-2026	11:05:28.012	9.450	30.296	OK	17-02-2026	11:05:28.012	9.450	1012	OK
17-02-2026	11:05:29.012	10.450	152.110	25.079	310	0	OK	17-02-2026	11:05:29.012	10.450	30.294	OK	17-02-2026	11:05:29.012	10.450	1012	OK
17-02-2026	11:05:30.012	11.450	151.955	25.091	310	-1	OK	17-02-2026	11:05:30.012	11.450	30.293	OK	17-02-2026	11:05:30.012	11.450	1012	OK
17-02-2026	11:05:31.012	12.450	152.011	25.087	310	-1	OK	17-02-2026	11:05:31.012	12.450	30.292	OK	17-02-2026	11:05:31.012	12.450	1012	OK
17-02-2026	11:05:32.015	13.453	151.958	25.091	310	-1	OK	17-02-2026	11:05:32.015	13.453	30.292	OK	17-02-2026	11:05:32.015	13.453	1012	OK
17-02-2026	11:05:33.013	14.451	151.972	25.090	310	-1	OK	17-02-2026	11:05:33.013	14.451	30.292	OK	17-02-2026	11:05:33.013	14.451	1011	OK
17-02-2026	11:05:34.014	15.451	151.926	25.094	310	-1	OK	17-02-2026	11:05:34.014	15.451	30.290	OK	17-02-2026	11:05:34.014	15.451	1011	OK
17-02-2026	11:05:35.014	16.452	151.837	25.101	310	0	OK	17-02-2026	11:05:35.014	16.452	30.289	OK	17-02-2026	11:05:35.014	16.452	1011	OK
17-02-2026	11:05:36.014	17.452	151.797	25.104	310	0	OK	17-02-2026	11:05:36.014	17.452	30.289	OK	17-02-2026	11:05:36.014	17.452	1012	OK
17-02-2026	11:05:37.015	18.452	151.850	25.100	310	0	OK	17-02-2026	11:05:37.015	18.452	30.289	OK	17-02-2026	11:05:37.015	18.452	1012	OK
17-02-2026	11:05:38.014	19.452	151.860	25.099	310	0	OK	17-02-2026	11:05:38.014	19.452	30.290	OK	17-02-2026	11:05:38.014	19.452	1011	OK
17-02-2026	11:05:39.014	20.452	151.939	25.093	310	0	OK	17-02-2026	11:05:39.014	20.452	30.290	OK	17-02-2026	11:05:39.014	20.452	1012	OK
17-02-2026	11:05:40.014	21.452	151.942	25.092	310	-1	OK	17-02-2026	11:05:40.014	21.452	30.293	OK	17-02-2026	11:05:40.014	21.452	1011	OK
17-02-2026	11:05:41.015	22.453	151.938	25.092	310	0	OK	17-02-2026	11:05:41.015	22.453	30.294	OK	17-02-2026	11:05:41.015	22.453	1011	OK
17-02-2026	11:05:42.016	23.453	151.997	25.087	310	0	OK	17-02-2026	11:05:42.016	23.453	30.296	OK	17-02-2026	11:05:42.016	23.453	1012	OK
17-02-2026	11:05:43.017	24.454	151.951	25.091	310	0	OK	17-02-2026	11:05:43.017	24.454	30.294	OK	17-02-2026	11:05:43.017	24.454	1012	OK
17-02-2026	11:05:44.018	25.455	151.991	25.088	310	0	OK	17-02-2026	11:05:44.018	25.455	30.294	OK	17-02-2026	11:05:44.018	25.455	1012	OK
17-02-2026	11:05:45.019	26.456	151.859	25.098	310	0	OK	17-02-2026	11:05:45.019	26.456	30.294	OK	17-02-2026	11:05:45.019	26.456	1012	OK
17-02-2026	11:05:46.019	27.456	151.961	25.090	310	0	OK	17-02-2026	11:05:46.019	27.456	30.295	OK	17-02-2026	11:05:46.019	27.456	1012	OK
17-02-2026	11:05:47.019	28.457	152.129	25.077	310	0	OK	17-02-2026	11:05:47.019	28.457	30.296	OK	17-02-2026	11:05:47.019	28.457	1011	OK
17-02-2026	11:05:48.019	29.457	152.056	25.082	310	0	OK	17-02-2026	11:05:48.019	29.457	30.298	OK	17-02-2026	11:05:48.019	29.457	1012	OK
17-02-2026	11:05:49.020	30.458	151.950	25.090	310	0	OK	17-02-2026	11:05:49.020	30.458	30.298	OK	17-02-2026	11:05:49.020	30.458	1012	OK
17-02-2026	11:05:50.020	31.457	151.986	25.087	310	-1	OK	17-02-2026	11:05:50.020	31.457	30.299	OK	17-02-2026	11:05:50.020	31.457	1011	OK
17-02-2026	11:05:51.020	32.457	152.032	25.083	310	0	OK	17-02-2026	11:05:51.020	32.457	30.301	OK	17-02-2026	11:05:51.020	32.457	1012	OK
17-02-2026	11:05:52.029	33.466	151.975	25.087	310	-1	OK	17-02-2026	11:05:52.029	33.466	30.302	OK	17-02-2026	11:05:52.029	33.466	1012	OK
17-02-2026	11:05:53.020	34.458	152.160	25.073	310	0	OK	17-02-2026	11:05:53.020	34.458	30.302	OK	17-02-2026	11:05:53.020	34.458	1012	OK
17-02-2026	11:05:54.021	35.458	152.123	25.075	310	0	OK	17-02-2026	11:05:54.021	35.458	30.305	OK	17-02-2026	11:05:54.021	35.458	1012	OK
17-02-2026	11:05:55.021	36.458	152.074	25.079	310	0	OK	17-02-2026	11:05:55.021	36.458	30.304	OK	17-02-2026	11:05:55.021	36.458	1012	OK
17-02-2026	11:05:56.024	37.462	152.113	25.076	310	0	OK	17-02-2026	11:05:56.024	37.462	30.304	OK	17-02-2026	11:05:56.024	37.462	1012	OK
17-02-2026	11:05:57.019	38.457	152.080	25.078	310	0	OK	17-02-2026	11:05:57.019	38.457	30.306	OK	17-02-2026	11:05:57.019	38.457	1012	OK
17-02-2026	11:05:58.020	39.457	152.040	25.081	310	0	OK	17-02-2026	11:05:58.020	39.457	30.306	OK	17-02-2026	11:05:58.020	39.457	1012	OK
17-02-2026	11:05:59.021	40.459	152.040	25.081	310	0	OK	17-02-2026	11:05:59.021	40.459	30.306	OK	17-02-2026	11:05:59.021	40.459	1012	OK
17-02-2026	11:06:00.022	41.459	152.038	25.082	310	0	OK	17-02-2026	11:06:00.022	41.459	30.303	OK	17-02-2026	11:06:00.022	41.459	1012	OK
17-02-2026	11:06:01.021	42.459	152.060	25.080	310	0	OK	17-02-2026	11:06:01.021	42.459	30.304	OK	17-02-2026	11:06:01.021	42.459	1012	OK
17-02-2026	11:06:02.021	43.459	152.152	25.072	310	-1	OK	17-02-2026	11:06:02.021	43.459	30.308	OK	17-02-2026	11:06:02.021	43.459	1012	OK
17-02-2026	11:06:03.021	44.459	152.108	25.075	310	0	OK	17-02-2026	11:06:03.021	44.459	30.309	OK	17-02-2026	11:06:03.021	44.459	1011	OK
17-02-2026	11:06:04.021	45.459	152.194	25.068	310	0	OK	17-02-2026	11:06:04.021	45.459	30.311	OK	17-02-2026	11:06:04.021	45.459	1012	OK
17-02-2026	11:06:05.021	46.459	152.052	25.079	310	-1	OK	17-02-2026	11:06:05.021	46.459	30.310	OK	17-02-2026	11:06:05.021	46.459	1012	OK
17-02-2026	11:06:06.022	47.459	151.973	25.085	310	0	OK	17-02-2026	11:06:06.022	47.459	30.310	OK	17-02-2026	11:06:06.022	47.459	1012	OK
17-02-2026	11:06:07.022	48.459	151.973	25.085	310	0	OK	17-02-2026	11:06:07.022	48.459	30.310	OK	17-02-2026	11:06:07.022	48.459	1012	OK
