#--- Experiment --------------------------------------------------------------------------
#TPC(2)-34-Porites
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#CSMS-150369
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2_B [B] FSO2-C4 SN:22160068 UiD:2411E508596FD584 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [B Ch.1] - Oxygen Sensor - XA7-531-209 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	10% (A)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	33.000000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	15/02/2026	15/02/2026	22.562	53.143	0.804000	0.122000	4000	-0.056000	0.969000	0.900000	0.000000	-0.000303	0.000000	0.000000	fixed f	1012.042	24.100	50.714	24.277	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [B T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [B P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [B Ch.1 Main]	Time [B Ch.1 Main]	 dt (s) [B Ch.1 Main]	Oxygen (µmol/L) [B Ch.1 Main]	dphi (°) [B Ch.1 Main]	Signal Intensity (mV) [B Ch.1 Main]	Ambient Light (mV) [B Ch.1 Main]	Status [B Ch.1 Main]	Date [B Ch.1 CompT]	Time [B Ch.1 CompT]	 dt (s) [B Ch.1 CompT]	Sample Temp. (°C) [B Ch.1 CompT]	Status [B Ch.1 CompT]	Date [B Ch.1 CompP]	Time [B Ch.1 CompP]	 dt (s) [B Ch.1 CompP]	Pressure (mbar) [B Ch.1 CompP]	Status [B Ch.1 CompP]
16-02-2026	13:51:59.262	0.083	132.734	25.788	392	0	OK	16-02-2026	13:51:59.262	0.083	34.091	OK	16-02-2026	13:51:59.262	0.083	1009	OK
16-02-2026	13:52:00.264	1.084	132.809	25.781	392	0	OK	16-02-2026	13:52:00.264	1.084	34.092	OK	16-02-2026	13:52:00.264	1.084	1009	OK
16-02-2026	13:52:01.264	2.084	132.764	25.785	392	0	OK	16-02-2026	13:52:01.264	2.084	34.092	OK	16-02-2026	13:52:01.264	2.084	1009	OK
16-02-2026	13:52:02.266	3.087	132.750	25.787	392	0	OK	16-02-2026	13:52:02.266	3.087	34.089	OK	16-02-2026	13:52:02.266	3.087	1009	OK
16-02-2026	13:52:03.264	4.085	132.817	25.782	392	0	OK	16-02-2026	13:52:03.264	4.085	34.085	OK	16-02-2026	13:52:03.264	4.085	1009	OK
16-02-2026	13:52:04.266	5.086	132.687	25.794	392	0	OK	16-02-2026	13:52:04.266	5.086	34.084	OK	16-02-2026	13:52:04.266	5.086	1009	OK
16-02-2026	13:52:05.267	6.088	132.742	25.789	392	0	OK	16-02-2026	13:52:05.267	6.088	34.084	OK	16-02-2026	13:52:05.267	6.088	1009	OK
16-02-2026	13:52:06.267	7.088	132.659	25.797	392	0	OK	16-02-2026	13:52:06.267	7.088	34.082	OK	16-02-2026	13:52:06.267	7.088	1009	OK
16-02-2026	13:52:07.269	8.090	132.770	25.788	392	0	OK	16-02-2026	13:52:07.269	8.090	34.078	OK	16-02-2026	13:52:07.269	8.090	1009	OK
16-02-2026	13:52:08.269	9.089	132.554	25.808	392	0	OK	16-02-2026	13:52:08.269	9.089	34.076	OK	16-02-2026	13:52:08.269	9.089	1009	OK
16-02-2026	13:52:09.270	10.090	132.768	25.789	392	0	OK	16-02-2026	13:52:09.270	10.090	34.075	OK	16-02-2026	13:52:09.270	10.090	1009	OK
16-02-2026	13:52:10.270	11.091	132.707	25.795	392	0	OK	16-02-2026	13:52:10.270	11.091	34.073	OK	16-02-2026	13:52:10.270	11.091	1009	OK
16-02-2026	13:52:11.271	12.091	132.746	25.792	392	0	OK	16-02-2026	13:52:11.271	12.091	34.071	OK	16-02-2026	13:52:11.271	12.091	1009	OK
16-02-2026	13:52:12.271	13.092	132.782	25.789	392	0	OK	16-02-2026	13:52:12.271	13.092	34.070	OK	16-02-2026	13:52:12.271	13.092	1009	OK
16-02-2026	13:52:13.273	14.094	132.871	25.782	392	0	OK	16-02-2026	13:52:13.273	14.094	34.066	OK	16-02-2026	13:52:13.273	14.094	1009	OK
