Tube.ID,Tube lable ,Date,Location,colony_id,Species,Fixative,Goal,Process,TREATMENT,Note,Slury.vol.ml,,
281,145,20261402,Papagayo,POR_37,Porites lobata,-20,Physiology,Air Brush,,,4,,
282,145,20261402,Papagayo,POR_37,Porites lobata,-20,Physiology,Air Brush,,,4,,
283,146,20261402,Papagayo,POR_38,Porites lobata,-20,Physiology,Air Brush,,,4,,
284,146,20261402,Papagayo,POR_38,Porites lobata,-20,Physiology,Air Brush,,,4,,
285,147,20261402,Papagayo,POR_39,Porites lobata,-20,Physiology,Air Brush,,,4,,
286,147,20261402,Papagayo,POR_39,Porites lobata,-20,Physiology,Air Brush,,,4,,
287,148,20261402,Papagayo,POR_40,Porites lobata,-20,Physiology,Air Brush,,,4,,
288,148,20261402,Papagayo,POR_40,Porites lobata,-20,Physiology,Air Brush,,,4,,
289,149,20261402,Papagayo,POC_21,Pocillopora capitata,100% methanol,Methabolomics,,T0,,,,
290,150,20261402,Papagayo,POC_22,Pocillopora capitata,100% methanol,Methabolomics,,T0,,,,
291,151,20261402,Papagayo,POC_23,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
292,152,20261402,Papagayo,POC_24,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
293,153,20261402,Papagayo,POC_25,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
294,154,20261402,Papagayo,POC_26,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
295,155,20261402,Papagayo,POC_27,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
296,156,20261402,Papagayo,POC_28,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
297,157,20261402,Papagayo,POC_29,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
298,158,20261402,Papagayo,POC_30,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
299,159,20261402,Papagayo,POR_31,Porites lobata,100% methanol,Methabolomics,,,,,,
300,160,20261402,Papagayo,POR_32,Porites lobata,100% methanol,Methabolomics,,,,,,
301,161,20261402,Papagayo,POR_33,Porites lobata,100% methanol,Methabolomics,,,,,,
302,162,20261402,Papagayo,POR_34,Porites lobata,100% methanol,Methabolomics,,,,,,
303,163,20261402,Papagayo,POR_35,Porites lobata,100% methanol,Methabolomics,,,,,,
304,164,20261402,Papagayo,POR_36,Porites lobata,100% methanol,Methabolomics,,,,,,
305,165,20261402,Papagayo,POR_37,Porites lobata,100% methanol,Methabolomics,,,,,,
306,166,20261402,Papagayo,POR_38,Porites lobata,100% methanol,Methabolomics,,,,,,
307,167,20261402,Papagayo,POR_39,Porites lobata,100% methanol,Methabolomics,,,,,,
308,168,20261402,Papagayo,POR_40,Porites lobata,100% methanol,Methabolomics,,,,,,
309,169,20261602,Samara,POC_1,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
310,170,20261602,Samara,POC_ 2,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
311,171,20261602,Samara,POC_3,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
312,172,20261602,Samara,POC_5,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
313,173,20261602,Samara,POC_6,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
314,174,20261602,Samara,POC_7,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
315,175,20261602,Samara,POC_9,Pocillopora capitata,100% methanol,Methabolomics,,,,,,
316,176,20261602,Samara,POR_10,Porites lobata,100% methanol,Methabolomics,,,,,,
317,177,20261602,Samara,POR_11,Porites lobata,100% methanol,Methabolomics,,,,,,
318,178,20261602,Samara,POR_12,Porites lobata,100% methanol,Methabolomics,,,,,,
319,179,20261602,Samara,POR_13,Porites lobata,100% methanol,Methabolomics,,,,,,
320,180,20261602,Samara,POR_14,Porites lobata,100% methanol,Methabolomics,,,,,,
321,181,20261602,Samara,POR_15,Porites lobata,100% methanol,Methabolomics,,,,,,
322,182,20261602,Samara,POR_16,Porites lobata,100% methanol,Methabolomics,,,,,,
323,183,20261602,Samara,POR_17,Porites lobata,100% methanol,Methabolomics,,,,,,
324,184,20261602,Samara,POR_18,Porites lobata,100% methanol,Methabolomics,,,,,,
325,185,20261602,Samara,POR_19,Porites lobata,100% methanol,Methabolomics,,,,,,
326,186,20261602,Samara,POR_20,Porites lobata,100% methanol,Methabolomics,,,,,,
327,187,20261602,Papagayo,POR_34,Porites lobata,-20,Physiology,Air Brush,TPCend,END-i,4,,
327,187,20261602,Papagayo,POR_34,Porites lobata,-20,Physiology,Air Brush,TPCend,END-i,4,,
328,188,20261602,Papagayo,POR_35,Porites lobata,-20,Physiology,Air Brush,TPCend,END-i,4,,
329,188,20261602,Papagayo,POR_35,Porites lobata,-20,Physiology,Air Brush,TPCend,END-i,4,,
330,189,20261602,Papagayo,POR_36,Porites lobata,-20,Physiology,Air Brush,TPCend,END-i,4,,
331,189,20261602,Papagayo,POR_36,Porites lobata,-20,Physiology,Air Brush,TPCend,END-i,4,,
332,190,20261602,Papagayo,POR_38,Porites lobata,-20,Physiology,Air Brush,TPCend,END,4,,
332,190,20261602,Papagayo,POR_38,Porites lobata,-20,Physiology,Air Brush,TPCend,END,4,,
333,191,20261602,Papagayo,POR_39,Porites lobata,-20,Physiology,Air Brush,TPCend,END-i,4,,
334,191,20261602,Papagayo,POR_39,Porites lobata,-20,Physiology,Air Brush,TPCend,END-i,4,,
336,192,20261602,Papagayo,POC_24,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,POR_35
337,192,20261602,Papagayo,POC_24,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,POR_36
338,193,20261602,Papagayo,POC_25,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,POR_38
339,193,20261602,Papagayo,POC_25,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,POR_39
340,194,20261602,Papagayo,POC_26,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,POC_24
341,194,20261602,Papagayo,POC_26,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,POC_25
342,195,20261602,Papagayo,POC_27,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,POC_26
343,195,20261602,Papagayo,POC_27,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,POC_27
344,196,20261602,Papagayo,POC_28,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,POC_28
345,196,20261602,Papagayo,POC_28,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,
346,197,20261702,Papagayo,POC_23,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,
347,197,20261702,Papagayo,POC_23,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,
348,198,20261702,Papagayo,POC_21,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,
349,198,20261702,Papagayo,POC_21,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,
350,199,20261702,Papagayo,POC_29,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,
351,199,20261702,Papagayo,POC_29,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,
352,200,20261702,Papagayo,POC_22,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,
353,200,20261702,Papagayo,POC_22,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,
354,201,20261702,Papagayo,POC_30,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,
355,201,20261702,Papagayo,POC_30,Pocillopora capitata,-20,Physiology,Air Brush,TPCend,END,4,,
356,202,20261702,Papagayo,POR_32,Porites lobata,-20,Physiology,Air Brush,TPCend,END,4,,
357,202,20261702,Papagayo,POR_32,Porites lobata,-20,Physiology,Air Brush,TPCend,END,4,,
358,203,20261702,Papagayo,POR_33,Porites lobata,-20,Physiology,Air Brush,TPCend,END,4,,
359,203,20261702,Papagayo,POR_33,Porites lobata,-20,Physiology,Air Brush,TPCend,END,4,,
360,204,20261702,Papagayo,POR_37,Porites lobata,-20,Physiology,Air Brush,TPCend,END,4,,
361,204,20261702,Papagayo,POR_37,Porites lobata,-20,Physiology,Air Brush,TPCend,END,4,,
362,205,20261702,Papagayo,POC_31,Porites lobata,-20,Physiology,Air Brush,TPCend,END,4,,
363,205,20261702,Papagayo,POC_31,Porites lobata,-20,Physiology,Air Brush,TPCend,END,4,,
364,206,20261702,Papagayo,POC_40,Porites lobata,-20,Physiology,Air Brush,TPCend,END,4,,
365,206,20261702,Papagayo,POC_40,Porites lobata,-20,Physiology,Air Brush,TPCend,END,4,,
