MiniDOT Logger Concatenated Data File
Sensor:             7530-479402
Concatenation Date: 2026Feb10 14:52:20 CST


            Unix Timestamp,               UTC_Date_&_Time,         Central Standard Time,       Battery,   Temperature,           PAR,  Acceleration X,  Acceleration Y,  Acceleration Z
                  (Second),                        (none),                        (none),        (Volt),       (deg C), (umol/(s m^2),             (g),             (g),             (g)
                1718882880,           2024-06-20 11:28:00,           2024-06-20 05:28:00,      3.500000,     26.681000,    125.100000,     1214.000000,      -29.000000,      336.000000
                1718883480,           2024-06-20 11:38:00,           2024-06-20 05:38:00,      3.500000,     26.656000,    122.100000,     1214.000000,      -24.000000,      335.000000
                1718884080,           2024-06-20 11:48:00,           2024-06-20 05:48:00,      3.500000,     26.656000,    122.300000,     1212.000000,      -20.000000,      348.000000
                1718884680,           2024-06-20 11:58:00,           2024-06-20 05:58:00,      3.500000,     26.665000,    120.700000,     1212.000000,      -16.000000,      342.000000
                1718885280,           2024-06-20 12:08:00,           2024-06-20 06:08:00,      3.500000,     26.673000,    118.200000,     1214.000000,      -23.000000,      339.000000
                1718885880,           2024-06-20 12:18:00,           2024-06-20 06:18:00,      3.500000,     26.689000,    115.600000,     1212.000000,      -20.000000,      344.000000
                1718886480,           2024-06-20 12:28:00,           2024-06-20 06:28:00,      3.500000,     26.731000,    112.800000,     1212.000000,      -32.000000,      352.000000
                1718887080,           2024-06-20 12:38:00,           2024-06-20 06:38:00,      3.500000,     26.888000,    107.000000,     1209.000000,      -16.000000,      352.000000
                1718887680,           2024-06-20 12:48:00,           2024-06-20 06:48:00,      3.500000,     26.938000,    100.600000,     1208.000000,      -26.000000,      355.000000
                1718888280,           2024-06-20 12:58:00,           2024-06-20 06:58:00,      3.500000,     26.971000,     95.900000,     1211.000000,      -15.000000,      344.000000
                1718888880,           2024-06-20 13:08:00,           2024-06-20 07:08:00,      3.500000,     26.979000,     88.300000,     1208.000000,      -16.000000,      352.000000
                1718889480,           2024-06-20 13:18:00,           2024-06-20 07:18:00,      3.500000,     26.971000,     82.600000,     1212.000000,      -24.000000,      352.000000
                1718890080,           2024-06-20 13:28:00,           2024-06-20 07:28:00,      3.500000,     26.971000,     77.300000,     1207.000000,      -15.000000,      352.000000
                1718890680,           2024-06-20 13:38:00,           2024-06-20 07:38:00,      3.500000,     26.971000,     49.500000,     1212.000000,      -15.000000,      344.000000
                1718891280,           2024-06-20 13:48:00,           2024-06-20 07:48:00,      3.500000,     26.971000,     65.700000,     1212.000000,      -26.000000,      352.000000
                1718891880,           2024-06-20 13:58:00,           2024-06-20 07:58:00,      3.500000,     26.962000,     54.200000,     1214.000000,      -20.000000,      352.000000
                1718892480,           2024-06-20 14:08:00,           2024-06-20 08:08:00,      3.500000,     26.962000,     51.600000,     1209.000000,      -16.000000,      352.000000
                1718893080,           2024-06-20 14:18:00,           2024-06-20 08:18:00,      3.500000,     26.938000,     44.500000,     1209.000000,        0.000000,      346.000000
                1718893680,           2024-06-20 14:28:00,           2024-06-20 08:28:00,      3.500000,     26.904000,     41.400000,     1212.000000,      -32.000000,      352.000000
                1718894280,           2024-06-20 14:38:00,           2024-06-20 08:38:00,      3.510000,     26.904000,     35.200000,     1209.000000,      -12.000000,      344.000000
                1718894880,           2024-06-20 14:48:00,           2024-06-20 08:48:00,      3.500000,     26.888000,     34.000000,     1212.000000,      -16.000000,      344.000000
                1718895480,           2024-06-20 14:58:00,           2024-06-20 08:58:00,      3.500000,     26.896000,     28.200000,     1209.000000,      -20.000000,      348.000000
                1718896080,           2024-06-20 15:08:00,           2024-06-20 09:08:00,      3.500000,     26.921000,     19.100000,     1212.000000,      -20.000000,      348.000000
                1718896680,           2024-06-20 15:18:00,           2024-06-20 09:18:00,      3.500000,     26.921000,     27.300000,     1212.000000,      -24.000000,      352.000000
                1718897280,           2024-06-20 15:28:00,           2024-06-20 09:28:00,      3.510000,     26.904000,     17.100000,     1212.000000,      -16.000000,      340.000000
                1718897880,           2024-06-20 15:38:00,           2024-06-20 09:38:00,      3.510000,     26.880000,     13.800000,     1212.000000,      -13.000000,      342.000000
                1718898480,           2024-06-20 15:48:00,           2024-06-20 09:48:00,      3.510000,     26.805000,     14.300000,     1212.000000,        0.000000,      337.000000
                1718899080,           2024-06-20 15:58:00,           2024-06-20 09:58:00,      3.510000,     26.640000,     10.100000,     1215.000000,      -13.000000,      340.000000
                1718899680,           2024-06-20 16:08:00,           2024-06-20 10:08:00,      3.510000,     26.615000,      8.500000,     1211.000000,      -16.000000,      332.000000
                1718900280,           2024-06-20 16:18:00,           2024-06-20 10:18:00,      3.510000,     26.466000,      6.200000,     1212.000000,       -8.000000,      334.000000
                1718900880,           2024-06-20 16:28:00,           2024-06-20 10:28:00,      3.510000,     26.358000,      4.100000,     1212.000000,      -20.000000,      339.000000
