Id,Date,Delta T [min],Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
215005,15/2/26 17:39:54,0.000,OXY_CH1 (PSt7-10),15/2/26 16:42:41,BECORAL,222.833,μmol/L,24.203,°C,1010.000,hPa,Humid,0,0,,0,24.418,107040,307008.47,36.00,2500.00,#N/A
215014,15/2/26 17:39:56,0.034,OXY_CH1 (PSt7-10),15/2/26 16:42:41,BECORAL,222.713,μmol/L,24.215,°C,1010.000,hPa,Humid,0,0,,0,24.420,107048,306994.96,36.00,2500.00,#N/A
215020,15/2/26 17:39:58,0.067,OXY_CH1 (PSt7-10),15/2/26 16:42:41,BECORAL,222.614,μmol/L,24.221,°C,1010.000,hPa,Humid,0,0,,0,24.423,107056,306997.58,36.00,2500.00,#N/A
215030,15/2/26 17:40:00,0.100,OXY_CH1 (PSt7-10),15/2/26 16:42:41,BECORAL,222.515,μmol/L,24.221,°C,1010.000,hPa,Humid,0,0,,0,24.428,107067,306990.66,36.00,2500.00,#N/A
215038,15/2/26 17:40:02,0.134,OXY_CH1 (PSt7-10),15/2/26 16:42:41,BECORAL,222.396,μmol/L,24.227,°C,1010.000,hPa,Humid,0,0,,0,24.432,107094,306997.06,36.00,2500.00,#N/A
215046,15/2/26 17:40:04,0.166,OXY_CH1 (PSt7-10),15/2/26 16:42:41,BECORAL,222.337,μmol/L,24.227,°C,1010.000,hPa,Humid,0,0,,0,24.435,107111,306987.01,36.00,2500.00,#N/A
215054,15/2/26 17:40:06,0.200,OXY_CH1 (PSt7-10),15/2/26 16:42:41,BECORAL,222.259,μmol/L,24.227,°C,1010.000,hPa,Humid,0,0,,0,24.439,107129,306984.00,36.00,2500.00,#N/A
215060,15/2/26 17:40:08,0.233,OXY_CH1 (PSt7-10),15/2/26 16:42:41,BECORAL,222.142,μmol/L,24.221,°C,1010.000,hPa,Humid,0,0,,0,24.447,107138,306978.94,36.00,2500.00,#N/A
215068,15/2/26 17:40:10,0.266,OXY_CH1 (PSt7-10),15/2/26 16:42:41,BECORAL,222.162,μmol/L,24.221,°C,1010.000,hPa,Humid,0,0,,0,24.446,107164,306987.54,36.00,2500.00,#N/A
215076,15/2/26 17:40:12,0.300,OXY_CH1 (PSt7-10),15/2/26 16:42:41,BECORAL,222.063,μmol/L,24.227,°C,1010.000,hPa,Humid,0,0,,0,24.449,107174,306982.65,36.00,2500.00,#N/A
