"colony_id","Pmax","alpha","Rd","Ik"
"21",1.32904647313075,0.00589136738540666,0.565765473392021,225.592190434923
"22",1.20583298681302,0.00521231940930648,0.388969067510274,231.34288061089
"23",1.1071479560605,0.00728228069054171,0.527287676228014,152.033134001341
"31",1.28479841564628,0.0348128975179259,1.17452173350357,36.9058167302711
"32",0.713173932755585,0.00281055423819133,0.29669420153716,253.748503787826
"33",NA,NA,NA,NA
